"N","true_pos","true_neg","false_pos","false_neg","true_positive_rate","true_negative_rate","false_positive_rate","false_negative_rate","accuracy","sensitivity","specificity","gmean","precision","recall","fmeasure","Algo"
6030,24,5948,52,6,0.8,0.991333333333333,0.00866666666666667,0.2,0.990381426202322,0.8,0.991333333333333,0.890542905573149,0.315789473684211,0.8,0.452830188679245,"Old_Lookout"
6030,21,5945,55,9,0.7,0.990833333333333,0.00916666666666667,0.3,0.9893864013267,0.7,0.990833333333333,0.83281650640062,0.276315789473684,0.7,0.39622641509434,"Old_Lookout"
6030,20,5947,53,10,0.666666666666667,0.991166666666667,0.00883333333333333,0.333333333333333,0.98955223880597,0.666666666666667,0.991166666666667,0.812882388650276,0.273972602739726,0.666666666666667,0.388349514563107,"Old_Lookout"
6030,19,5950,50,11,0.633333333333333,0.991666666666667,0.00833333333333333,0.366666666666667,0.989883913764511,0.633333333333333,0.991666666666667,0.792499561864583,0.27536231884058,0.633333333333333,0.383838383838384,"Old_Lookout"
6030,15,5946,54,15,0.5,0.991,0.009,0.5,0.988557213930348,0.5,0.991,0.703917608815123,0.217391304347826,0.5,0.303030303030303,"Old_Lookout"
6030,17,5936,64,13,0.566666666666667,0.989333333333333,0.0106666666666667,0.433333333333333,0.987230514096186,0.566666666666667,0.989333333333333,0.74874710164529,0.209876543209877,0.566666666666667,0.306306306306306,"Old_Lookout"
7035,21,6935,65,14,0.6,0.990714285714286,0.00928571428571429,0.4,0.988770433546553,0.6,0.990714285714286,0.770991939924518,0.244186046511628,0.6,0.347107438016529,"Old_Lookout"
7035,29,6924,76,6,0.828571428571429,0.989142857142857,0.0108571428571429,0.171428571428571,0.988343994314144,0.828571428571429,0.989142857142857,0.90530409819247,0.276190476190476,0.828571428571429,0.414285714285714,"Old_Lookout"
7035,25,6929,71,10,0.714285714285714,0.989857142857143,0.0101428571428571,0.285714285714286,0.988486140724947,0.714285714285714,0.989857142857143,0.840857191398474,0.260416666666667,0.714285714285714,0.381679389312977,"Old_Lookout"
7035,16,6929,71,19,0.457142857142857,0.989857142857143,0.0101428571428571,0.542857142857143,0.987206823027719,0.457142857142857,0.989857142857143,0.67268575311878,0.183908045977011,0.457142857142857,0.262295081967213,"Old_Lookout"
7035,20,6938,62,15,0.571428571428571,0.991142857142857,0.00885714285714286,0.428571428571429,0.989054726368159,0.571428571428571,0.991142857142857,0.752573814943608,0.24390243902439,0.571428571428571,0.341880341880342,"Old_Lookout"
7035,14,6937,63,21,0.4,0.991,0.009,0.6,0.988059701492537,0.4,0.991,0.629603049547888,0.181818181818182,0.4,0.25,"Old_Lookout"
7035,29,6933,67,6,0.828571428571429,0.990428571428571,0.00957142857142857,0.171428571428571,0.989623312011372,0.828571428571429,0.990428571428571,0.905892276336724,0.302083333333333,0.828571428571429,0.442748091603053,"Old_Lookout"
7035,14,6927,73,21,0.4,0.989571428571429,0.0104285714285714,0.6,0.986638237384506,0.4,0.989571428571429,0.629149085216351,0.160919540229885,0.4,0.229508196721311,"Old_Lookout"
7035,19,6938,62,16,0.542857142857143,0.991142857142857,0.00885714285714286,0.457142857142857,0.988912579957356,0.542857142857143,0.991142857142857,0.733518220354366,0.234567901234568,0.542857142857143,0.327586206896552,"Old_Lookout"
7035,14,6937,63,21,0.4,0.991,0.009,0.6,0.988059701492537,0.4,0.991,0.629603049547888,0.181818181818182,0.4,0.25,"Old_Lookout"
8040,26,7938,62,14,0.65,0.99225,0.00775,0.35,0.990547263681592,0.65,0.99225,0.803095573390864,0.295454545454545,0.65,0.40625,"Old_Lookout"
8040,34,7932,68,6,0.85,0.9915,0.0085,0.15,0.990796019900497,0.85,0.9915,0.918027777357526,0.333333333333333,0.85,0.47887323943662,"Old_Lookout"
8040,22,7931,69,18,0.55,0.991375,0.008625,0.45,0.989179104477612,0.55,0.991375,0.738414687015365,0.241758241758242,0.55,0.33587786259542,"Old_Lookout"
8040,28,7924,76,12,0.7,0.9905,0.0095,0.3,0.989054726368159,0.7,0.9905,0.832676407735922,0.269230769230769,0.7,0.388888888888889,"Old_Lookout"
8040,26,7927,73,14,0.65,0.990875,0.009125,0.35,0.989179104477612,0.65,0.990875,0.802538939865226,0.262626262626263,0.65,0.37410071942446,"Old_Lookout"
8040,32,7930,70,8,0.8,0.99125,0.00875,0.2,0.990298507462687,0.8,0.99125,0.890505474435727,0.313725490196078,0.8,0.450704225352113,"Old_Lookout"
8040,31,7925,75,9,0.775,0.990625,0.009375,0.225,0.98955223880597,0.775,0.990625,0.876204528064082,0.292452830188679,0.775,0.424657534246575,"Old_Lookout"
8040,27,7929,71,13,0.675,0.991125,0.008875,0.325,0.98955223880597,0.675,0.991125,0.817929932818209,0.275510204081633,0.675,0.391304347826087,"Old_Lookout"
8040,29,7926,74,11,0.725,0.99075,0.00925,0.275,0.989427860696517,0.725,0.99075,0.847522123605042,0.281553398058252,0.725,0.405594405594406,"Old_Lookout"
8040,27,7925,75,13,0.675,0.990625,0.009375,0.325,0.989054726368159,0.675,0.990625,0.81772359327587,0.264705882352941,0.675,0.380281690140845,"Old_Lookout"
9045,29,8913,87,16,0.644444444444444,0.990333333333333,0.00966666666666667,0.355555555555556,0.988612493090105,0.644444444444444,0.990333333333333,0.798883480123863,0.25,0.644444444444444,0.360248447204969,"Old_Lookout"
9045,31,8912,88,14,0.688888888888889,0.990222222222222,0.00977777777777778,0.311111111111111,0.988723051409619,0.688888888888889,0.990222222222222,0.825925593755123,0.260504201680672,0.688888888888889,0.378048780487805,"Old_Lookout"
9045,33,8924,76,12,0.733333333333333,0.991555555555556,0.00844444444444444,0.266666666666667,0.990270867882808,0.733333333333333,0.991555555555556,0.85272547794747,0.302752293577982,0.733333333333333,0.428571428571429,"Old_Lookout"
9045,34,8915,85,11,0.755555555555556,0.990555555555556,0.00944444444444444,0.244444444444444,0.9893864013267,0.755555555555556,0.990555555555556,0.865112566713962,0.285714285714286,0.755555555555556,0.414634146341463,"Old_Lookout"
9045,30,8914,86,15,0.666666666666667,0.990444444444444,0.00955555555555555,0.333333333333333,0.988833609729132,0.666666666666667,0.990444444444444,0.812586177765962,0.258620689655172,0.666666666666667,0.372670807453416,"Old_Lookout"
9045,27,8915,85,18,0.6,0.990555555555556,0.00944444444444444,0.4,0.988612493090105,0.6,0.990555555555556,0.770930174097067,0.241071428571429,0.6,0.343949044585987,"Old_Lookout"
9045,22,8921,79,23,0.488888888888889,0.991222222222222,0.00877777777777778,0.511111111111111,0.988723051409619,0.488888888888889,0.991222222222222,0.696130397888354,0.217821782178218,0.488888888888889,0.301369863013699,"Old_Lookout"
9045,32,8918,82,13,0.711111111111111,0.990888888888889,0.00911111111111111,0.288888888888889,0.989496959646213,0.711111111111111,0.990888888888889,0.839423670601105,0.280701754385965,0.711111111111111,0.40251572327044,"Old_Lookout"
9045,26,8908,92,19,0.577777777777778,0.989777777777778,0.0102222222222222,0.422222222222222,0.987728026533997,0.577777777777778,0.989777777777778,0.756221928363805,0.220338983050847,0.577777777777778,0.319018404907975,"Old_Lookout"
9045,35,8915,85,10,0.777777777777778,0.990555555555556,0.00944444444444444,0.222222222222222,0.989496959646213,0.777777777777778,0.990555555555556,0.877742615329478,0.291666666666667,0.777777777777778,0.424242424242424,"Old_Lookout"
10050,31,9910,90,19,0.62,0.991,0.009,0.38,0.989154228855721,0.62,0.991,0.783849475345873,0.256198347107438,0.62,0.362573099415205,"Old_Lookout"
10050,29,9902,98,21,0.58,0.9902,0.0098,0.42,0.988159203980099,0.58,0.9902,0.757836393953207,0.228346456692913,0.58,0.327683615819209,"Old_Lookout"
10050,33,9907,93,17,0.66,0.9907,0.0093,0.34,0.989054726368159,0.66,0.9907,0.808617338424053,0.261904761904762,0.66,0.375,"Old_Lookout"
10050,29,9905,95,21,0.58,0.9905,0.0095,0.42,0.988457711442786,0.58,0.9905,0.757951185763305,0.233870967741935,0.58,0.333333333333333,"Old_Lookout"
10050,25,9908,92,25,0.5,0.9908,0.0092,0.5,0.988358208955224,0.5,0.9908,0.703846574190711,0.213675213675214,0.5,0.29940119760479,"Old_Lookout"
10050,28,9906,94,22,0.56,0.9906,0.0094,0.44,0.988457711442786,0.56,0.9906,0.744806015013305,0.229508196721311,0.56,0.325581395348837,"Old_Lookout"
10050,35,9907,93,15,0.7,0.9907,0.0093,0.3,0.989253731343284,0.7,0.9907,0.832760469763065,0.2734375,0.7,0.393258426966292,"Old_Lookout"
10050,32,9906,94,18,0.64,0.9906,0.0094,0.36,0.988855721393035,0.64,0.9906,0.796231122225199,0.253968253968254,0.64,0.363636363636364,"Old_Lookout"
10050,31,9917,83,19,0.62,0.9917,0.0083,0.38,0.989850746268657,0.62,0.9917,0.784126265342515,0.271929824561404,0.62,0.378048780487805,"Old_Lookout"
10050,24,9909,91,26,0.48,0.9909,0.0091,0.52,0.988358208955224,0.48,0.9909,0.689660786184049,0.208695652173913,0.48,0.290909090909091,"Old_Lookout"
