"N","true_pos","true_neg","false_pos","false_neg","true_positive_rate","true_negative_rate","false_positive_rate","false_negative_rate","accuracy","sensitivity","specificity","gmean","precision","recall","fmeasure","Algo"
6030,23,5951,49,7,0.766666666666667,0.991833333333333,0.00816666666666667,0.233333333333333,0.990713101160862,0.766666666666667,0.991833333333333,0.872012359749307,0.319444444444444,0.766666666666667,0.450980392156863,"Old_Lookout"
6030,22,5951,49,8,0.733333333333333,0.991833333333333,0.00816666666666667,0.266666666666667,0.990547263681592,0.733333333333333,0.991833333333333,0.852844912304954,0.309859154929577,0.733333333333333,0.435643564356436,"Old_Lookout"
6030,24,5943,57,6,0.8,0.9905,0.0095,0.2,0.98955223880597,0.8,0.9905,0.890168523370716,0.296296296296296,0.8,0.432432432432432,"Old_Lookout"
6030,25,5953,47,5,0.833333333333333,0.992166666666667,0.00783333333333333,0.166666666666667,0.991376451077944,0.833333333333333,0.992166666666667,0.909288488630289,0.347222222222222,0.833333333333333,0.490196078431373,"Old_Lookout"
7035,29,6937,63,6,0.828571428571429,0.991,0.009,0.171428571428571,0.990191897654584,0.828571428571429,0.991,0.906153566297835,0.315217391304348,0.828571428571429,0.456692913385827,"Old_Lookout"
7035,26,6951,49,9,0.742857142857143,0.993,0.007,0.257142857142857,0.991755508173419,0.742857142857143,0.993,0.858869689101404,0.346666666666667,0.742857142857143,0.472727272727273,"Old_Lookout"
7035,27,6937,63,8,0.771428571428571,0.991,0.009,0.228571428571429,0.989907604832978,0.771428571428571,0.991,0.874348737224292,0.3,0.771428571428571,0.432,"Old_Lookout"
7035,25,6932,68,10,0.714285714285714,0.990285714285714,0.00971428571428571,0.285714285714286,0.988912579957356,0.714285714285714,0.990285714285714,0.841039201687716,0.268817204301075,0.714285714285714,0.390625,"Old_Lookout"
7035,24,6948,52,11,0.685714285714286,0.992571428571429,0.00742857142857143,0.314285714285714,0.991044776119403,0.685714285714286,0.992571428571429,0.824997217063952,0.315789473684211,0.685714285714286,0.432432432432432,"Old_Lookout"
7035,28,6948,52,7,0.8,0.992571428571429,0.00742857142857143,0.2,0.991613361762615,0.8,0.992571428571429,0.891098840116596,0.35,0.8,0.48695652173913,"Old_Lookout"
7035,27,6942,58,8,0.771428571428571,0.991714285714286,0.00828571428571429,0.228571428571429,0.990618336886994,0.771428571428571,0.991714285714286,0.874663783801454,0.317647058823529,0.771428571428571,0.45,"Old_Lookout"
7035,28,6951,49,7,0.8,0.993,0.007,0.2,0.992039800995025,0.8,0.993,0.891291198206288,0.363636363636364,0.8,0.5,"Old_Lookout"
7035,25,6936,64,10,0.714285714285714,0.990857142857143,0.00914285714285714,0.285714285714286,0.989481165600569,0.714285714285714,0.990857142857143,0.841281820819169,0.280898876404494,0.714285714285714,0.403225806451613,"Old_Lookout"
7035,33,6934,66,2,0.942857142857143,0.990571428571429,0.00942857142857143,0.0571428571428571,0.990334044065387,0.942857142857143,0.990571428571429,0.96641986058792,0.333333333333333,0.942857142857143,0.492537313432836,"Old_Lookout"
8040,32,7939,61,8,0.8,0.992375,0.007625,0.2,0.991417910447761,0.8,0.992375,0.891010662113535,0.344086021505376,0.8,0.481203007518797,"Old_Lookout"
8040,30,7936,64,10,0.75,0.992,0.008,0.25,0.990796019900497,0.75,0.992,0.862554346113913,0.319148936170213,0.75,0.447761194029851,"Old_Lookout"
8040,28,7939,61,12,0.7,0.992375,0.007625,0.3,0.99092039800995,0.7,0.992375,0.833464156397862,0.314606741573034,0.7,0.434108527131783,"Old_Lookout"
8040,25,7943,57,15,0.625,0.992875,0.007125,0.375,0.991044776119403,0.625,0.992875,0.787747976830153,0.304878048780488,0.625,0.409836065573771,"Old_Lookout"
8040,31,7927,73,9,0.775,0.990875,0.009125,0.225,0.989800995024876,0.775,0.990875,0.876315083174996,0.298076923076923,0.775,0.430555555555556,"Old_Lookout"
8040,32,7937,63,8,0.8,0.992125,0.007875,0.2,0.991169154228856,0.8,0.992125,0.890898422941695,0.336842105263158,0.8,0.474074074074074,"Old_Lookout"
8040,35,7935,65,5,0.875,0.991875,0.008125,0.125,0.991293532338308,0.875,0.991875,0.93160647539613,0.35,0.875,0.5,"Old_Lookout"
8040,26,7941,59,14,0.65,0.992625,0.007375,0.35,0.99092039800995,0.65,0.992625,0.803247315588418,0.305882352941176,0.65,0.416,"Old_Lookout"
8040,30,7939,61,10,0.75,0.992375,0.007625,0.25,0.991169154228856,0.75,0.992375,0.862717363914741,0.32967032967033,0.75,0.458015267175573,"Old_Lookout"
8040,30,7932,68,10,0.75,0.9915,0.0085,0.25,0.990298507462687,0.75,0.9915,0.862336941108289,0.306122448979592,0.75,0.434782608695652,"Old_Lookout"
9045,31,8928,72,14,0.688888888888889,0.992,0.008,0.311111111111111,0.990491984521835,0.688888888888889,0.992,0.826666666666667,0.300970873786408,0.688888888888889,0.418918918918919,"Old_Lookout"
9045,36,8934,66,9,0.8,0.992666666666667,0.00733333333333333,0.2,0.991708126036484,0.8,0.992666666666667,0.891141589947037,0.352941176470588,0.8,0.489795918367347,"Old_Lookout"
9045,32,8939,61,13,0.711111111111111,0.993222222222222,0.00677777777777778,0.288888888888889,0.991818684355998,0.711111111111111,0.993222222222222,0.840411421879005,0.344086021505376,0.711111111111111,0.463768115942029,"Old_Lookout"
9045,38,8921,79,7,0.844444444444444,0.991222222222222,0.00877777777777778,0.155555555555556,0.990491984521835,0.844444444444444,0.991222222222222,0.914894583416818,0.324786324786325,0.844444444444444,0.469135802469136,"Old_Lookout"
9045,41,8927,73,4,0.911111111111111,0.991888888888889,0.00811111111111111,0.0888888888888889,0.991487009397457,0.911111111111111,0.991888888888889,0.950642407877074,0.359649122807018,0.911111111111111,0.515723270440252,"Old_Lookout"
9045,40,8928,72,5,0.888888888888889,0.992,0.008,0.111111111111111,0.991487009397457,0.888888888888889,0.992,0.939030232621814,0.357142857142857,0.888888888888889,0.509554140127389,"Old_Lookout"
9045,30,8924,76,15,0.666666666666667,0.991555555555556,0.00844444444444444,0.333333333333333,0.989939192924268,0.666666666666667,0.991555555555556,0.81304184211948,0.283018867924528,0.666666666666667,0.397350993377483,"Old_Lookout"
9045,39,8930,70,6,0.866666666666667,0.992222222222222,0.00777777777777778,0.133333333333333,0.991597567716971,0.866666666666667,0.992222222222222,0.927321910625391,0.357798165137615,0.866666666666667,0.506493506493506,"Old_Lookout"
9045,34,8930,70,11,0.755555555555556,0.992222222222222,0.00777777777777778,0.244444444444444,0.991044776119403,0.755555555555556,0.992222222222222,0.865840061642841,0.326923076923077,0.755555555555556,0.456375838926175,"Old_Lookout"
9045,35,8930,70,10,0.777777777777778,0.992222222222222,0.00777777777777778,0.222222222222222,0.991155334438917,0.777777777777778,0.992222222222222,0.878480731184087,0.333333333333333,0.777777777777778,0.466666666666667,"Old_Lookout"
10050,31,9921,79,19,0.62,0.9921,0.0079,0.38,0.990248756218906,0.62,0.9921,0.784284387196379,0.281818181818182,0.62,0.3875,"Old_Lookout"
10050,40,9926,74,10,0.8,0.9926,0.0074,0.2,0.991641791044776,0.8,0.9926,0.891111665281069,0.350877192982456,0.8,0.48780487804878,"Old_Lookout"
10050,38,9909,91,12,0.76,0.9909,0.0091,0.24,0.989751243781095,0.76,0.9909,0.867804125364705,0.294573643410853,0.76,0.424581005586592,"Old_Lookout"
10050,41,9917,83,9,0.82,0.9917,0.0083,0.18,0.990845771144279,0.82,0.9917,0.901772698633087,0.330645161290323,0.82,0.471264367816092,"Old_Lookout"
10050,40,9927,73,10,0.8,0.9927,0.0073,0.2,0.991741293532338,0.8,0.9927,0.8911565519032,0.353982300884956,0.8,0.49079754601227,"Old_Lookout"
10050,36,9927,73,14,0.72,0.9927,0.0073,0.28,0.99134328358209,0.72,0.9927,0.845425336738851,0.330275229357798,0.72,0.452830188679245,"Old_Lookout"
10050,36,9919,81,14,0.72,0.9919,0.0081,0.28,0.990547263681592,0.72,0.9919,0.845084611148493,0.307692307692308,0.72,0.431137724550898,"Old_Lookout"
10050,44,9927,73,6,0.88,0.9927,0.0073,0.12,0.992139303482587,0.88,0.9927,0.934652876740879,0.376068376068376,0.88,0.526946107784431,"Old_Lookout"
10050,41,9917,83,9,0.82,0.9917,0.0083,0.18,0.990845771144279,0.82,0.9917,0.901772698633087,0.330645161290323,0.82,0.471264367816092,"Old_Lookout"
10050,40,9924,76,10,0.8,0.9924,0.0076,0.2,0.991442786069652,0.8,0.9924,0.891021885253106,0.344827586206897,0.8,0.481927710843374,"Old_Lookout"
